longtitude,latitude
120.613456,23.379417
121.380898,24.951979
121.834269,24.603032
120.347548,22.746606
120.780618,24.601395
120.676246,24.157489
121.047216,25.010155
120.538758,24.255833
121.276621,24.931638
120.203844,23.05839
120.323793,22.701434
120.506848,23.444068
120.463904,22.512014
121.43861,25.078531
121.578536,25.036229
120.828424,24.312061
120.238379,23.052107
120.334605,23.475235
121.508202,25.050605
121.005827,24.878083
120.401191,22.584481
120.333205,22.656458
120.664852,24.064608
120.480675,23.945903
120.495705,23.730013
121.326089,24.935055
120.275737,22.78428
120.517402,22.597528
120.399183,23.061385
120.816108,24.523414
120.225706,23.085733
120.41243,22.607671
120.261836,23.045786
120.548881,22.872118
120.666078,24.117029
120.677302,24.388185
120.429706,23.613579
120.474515,23.921561
120.3965,22.60171
121.261727,24.886544
120.583205,23.373379
120.159562,23.03887
120.485895,24.15892
120.888245,24.097551
121.268315,24.981672
120.691121,23.948843
120.652993,24.264298
120.420861,23.515962
120.46587,22.534542
120.348819,22.667292
120.631041,24.149175
120.292626,22.689906
120.672009,24.126484
120.332117,22.576724
121.530914,23.909678
121.337744,23.290706
121.749843,24.670097
120.3419,22.63016
121.677618,24.937839
120.307239,23.119163
121.00443,24.718997
120.3944,22.50923
120.598792,23.301073
121.197903,25.033247
121.487902,24.198777
120.483431,23.966865
120.321232,22.572595
121.061854,24.824496
121.213828,25.056851
120.940588,23.830053
120.552023,23.045031
120.938685,24.683069
120.607415,22.616866
120.203713,23.172437
120.595635,23.844232
120.400994,22.532839
121.319456,24.959296
121.553466,25.04168
120.443777,23.988773
121.35322,24.949439
120.351522,23.308267
121.30716,25.021462
120.472417,23.540523
121.198252,25.064041
121.382827,24.980909
120.228215,23.168182
120.310347,22.747695
120.920972,24.701958
121.473932,25.061249
120.192582,22.933338
120.242058,22.926463
120.256158,23.707691
120.527908,23.924058
121.578903,25.073895
121.549165,25.048221
121.082363,25.033666
121.542779,24.953206
120.356358,23.493099
120.140948,23.136229
121.266856,25.062515
120.686858,23.992372
120.484795,23.832316
121.59062,25.066251
120.407774,22.586667
120.521934,23.856987
121.837716,24.61175
120.259939,23.675266
121.79608,24.671749
120.669823,24.147341
121.427704,25.046482
121.546432,25.015716
120.226224,23.761961
120.264524,23.525619
121.203441,24.778366
121.57714,23.963375
120.738312,24.179437
120.285453,23.135285
120.681736,24.102608
121.35288,25.053251
120.200615,23.011732
120.230754,22.995366
120.736253,22.211192
120.93026,24.523866
120.621732,22.591331
120.628784,24.173432
120.532766,23.463013
120.532895,24.272731
120.876545,24.705293
120.592274,24.078295
120.624111,24.357463
120.58082,22.588206
121.432627,25.061234
121.701355,24.744801
121.770529,24.688107
120.325803,22.569492
121.261485,25.012719
121.401483,24.976986
121.604405,23.983358
121.769142,24.718535
121.390575,24.968569
120.318793,22.566788
119.568249,23.564883
120.712954,24.360719
121.324388,24.973796
120.791811,24.61197
120.441126,24.073678
120.786152,24.481002
120.602976,24.260048
121.777928,24.78206
120.348891,22.733197
120.261566,22.764307
121.822913,24.61538
121.236026,24.930096
120.987811,23.952097
120.323303,22.888824
120.320635,23.326986
120.3216,22.66666
120.689448,23.970127
120.532023,24.260495
121.288176,24.970951
120.484568,22.651771
120.668212,23.058331
121.727919,24.698084
120.588774,22.394783
121.509193,25.030489
121.362018,25.001666
120.420757,23.859545
121.31966,24.980856
120.335746,22.601128
120.728924,24.329658
120.331601,23.148216
121.513195,25.010467
120.3077,22.87777
120.164878,23.617793
120.368247,23.961864
120.991682,24.803687
121.302046,25.01604
120.597998,24.111375
120.494951,23.490193
120.26858,23.229291
120.617771,24.340803
121.450777,25.074792
120.984759,22.572182
120.568185,23.925185
120.129744,23.278386
120.582748,24.266095
121.005316,24.847459
121.232474,24.903581
121.507498,25.042382
120.82403,24.258123
121.144077,24.716594
120.350453,22.612226
120.574315,24.181149
121.154819,25.053194
121.218904,24.867078
121.525159,24.968556
120.693208,24.113118
121.472134,25.06411
120.3066,22.67551
120.683072,23.092348
121.370161,25.025131
120.613414,24.306006
120.727733,23.761516
120.528617,23.701134
121.577596,25.045478
121.016842,24.891475
120.443461,22.71689
120.159519,23.002544
120.657298,24.118571
120.254018,22.976666
120.399263,22.657401
120.25741,23.679456
120.715155,23.830615
120.574844,23.847539
121.122731,25.00038
120.433617,23.548382
120.972838,24.738262
121.848748,24.590838
121.519936,25.075247
120.54157,22.675478
120.645486,23.911451
120.827956,24.49346
120.502764,22.657894
120.39925,22.632331
120.273089,23.015514
120.711641,24.164543
120.189693,22.936597
121.138625,24.917673
120.71589,24.570544
120.349311,23.905155
120.526072,23.721391
120.328611,22.653993
121.143344,25.054691
121.291976,25.030272
120.520357,24.122545
120.253564,22.910337
120.1929,23.286624
120.119023,23.150047
120.939764,23.888223
120.286667,23.301615
121.82113,24.856319
120.461451,23.605202
120.922306,23.931625
121.401884,23.211924
120.312899,23.296011
120.447459,23.72892
120.40831,22.593648
120.217378,22.825671
120.818403,24.008664
121.164241,24.907063
121.594367,24.012668
121.415173,25.087111
120.462496,23.662277
120.15683,23.567409
120.51909,23.813128
120.714894,24.001001
120.98372,24.639374
121.165841,25.057894
120.43853,23.442324
120.803048,24.234506
120.438922,23.67331
120.285481,23.589053
120.786215,24.476256
121.515196,24.996749
120.514987,23.43169
120.598734,22.377527
120.593458,24.115535
120.29132,22.968925
120.922541,24.311165
121.296967,23.25397
121.288052,25.020443
121.44247,25.053583
120.326474,22.873935
120.919215,24.807998
120.352056,22.633541
121.066335,24.785133
120.137781,23.028908
120.690268,24.074927
120.912465,24.761113
120.287342,23.328847
120.478184,22.64244
120.725635,24.006451
120.586659,22.398257
121.429414,25.021668
121.113841,22.761635
120.477635,22.672427
120.117431,23.137197
120.617799,22.759849
120.677469,23.988383
120.677887,24.387553
120.643964,22.293113
120.281876,23.062297
120.359667,23.096719
120.671082,23.948673
120.177399,23.694194
121.598557,25.05103
121.741774,24.765705
121.447698,25.083632
120.38742,23.496098
120.315631,23.560968
120.468392,24.085358
121.287824,23.27476
121.014827,24.820777
121.429202,25.069413
120.316341,23.318182
121.077315,24.762436
120.394914,23.936865
121.582633,25.054483
120.495306,23.874511
121.67221,25.065983
120.337037,22.617258
121.345154,25.065914
120.512795,23.490211
121.546022,24.949787
121.257936,24.779685
120.5418,22.86906
121.03339,24.867717
121.499881,25.008991
121.212797,25.041087
120.5879,23.08809
121.147636,24.80671
120.348724,23.422742
120.205117,22.99894
120.342994,22.732372
120.823965,24.310322
120.485072,22.63419
120.451622,23.700479
121.064659,24.706351
120.343416,23.735315
120.20873,23.089265
121.684445,24.945417
121.501261,25.090454
121.258083,24.942742
120.731555,24.123305
120.61856,24.058608
120.241144,23.468125
120.251,23.757835
121.428278,25.051751
120.403531,23.486743
121.592143,23.960681
121.613208,24.092052
121.489488,25.082266
120.482903,23.937521
120.134359,23.163904
120.371346,22.555459
121.137599,25.07046
120.665552,24.126573
120.237431,23.736859
120.275061,23.046686
121.288397,24.991723
120.720211,24.259456
121.005149,24.847518
121.085526,24.952544
120.182833,23.060888
121.786708,24.836945
120.418971,23.759881
121.09852,24.973629
120.479795,23.73577
120.406865,23.333535
120.397619,22.503794
120.682509,24.246788
121.064782,24.930017
120.553433,24.099015
121.255168,24.964448
121.760812,24.720393
120.319356,22.723574
121.343132,25.101927
120.436877,23.506612
120.3166,22.67669
120.180327,23.264679
121.019194,24.827118
120.815603,24.260721
120.380998,23.801584
121.218502,24.966084
121.065376,24.758973
120.954639,24.802577
120.200645,22.998528
120.707465,24.182533
120.6781,24.148862
120.127855,23.098971
121.166292,24.994214
120.271657,23.790445
121.52978,25.04309
120.282297,23.001732
120.967486,24.785215
120.6481,24.13467
121.252644,25.111079
121.632397,23.992464
121.770709,24.750835
120.230506,22.970421
121.458208,25.007392
120.516815,24.197798
120.441117,23.48527
120.240279,23.291762
120.570138,23.934193
120.18903,23.197639
120.671455,23.553719
120.407045,23.601033
120.258253,22.881387
121.171304,25.014825
121.192276,24.844749
120.509943,22.512228
120.663356,24.154769
120.653992,23.851863
120.42705,22.929094
120.961044,24.815574
120.689927,24.2905
121.464825,23.773309
121.054649,24.904832
120.46748,22.480901
121.536079,25.062325
121.509007,25.086686
121.068905,22.798976
121.436049,24.966143
120.993842,24.70082
121.342275,24.951636
121.773713,24.748286
120.434404,24.039568
121.503661,25.068101
120.693282,24.182942
120.272135,23.333636
121.260969,25.069873
120.488595,22.722886
121.508185,25.056895
120.700097,22.153352
121.239306,24.979223
120.510417,22.596241
120.292308,22.662519
120.291292,23.271276
120.969889,24.810966
120.940109,24.704443
121.499093,25.106776
120.416677,23.420924
121.155247,25.032096
120.393401,22.77301
121.842028,25.122113
120.297551,22.595945
120.787798,24.461485
120.813351,24.188069
121.121605,24.911434
120.2276,22.861
120.537821,23.929613
121.176354,23.085211
120.368437,23.69801
120.681599,23.974379
120.293901,23.287475
120.476874,22.568447
120.328824,22.705846
120.496117,23.761193
120.549464,24.140446
120.161556,23.183682
121.212684,24.889726
120.215987,23.573532
120.456303,23.476602
120.199426,23.133966
120.617928,24.139493
121.58923,25.065516
121.697248,25.15444
121.361,25.064227
120.262097,23.046378
120.167604,23.557308
120.369674,23.704837
120.548923,23.871435
120.372597,22.625055
121.070355,22.710245
120.575785,24.278105
120.595033,24.156897
121.485198,24.993454
120.59815,24.16308
120.877771,24.467961
121.808954,24.687057
120.253433,23.00777
120.632992,24.009504
121.452231,24.996701
121.257671,24.885893
120.65648,23.959664
120.195583,22.954673
120.459991,22.537062
120.681521,24.137928
120.815418,24.450253
120.535343,24.098581
120.717639,24.306852
120.514172,22.435116
120.916702,24.785565
120.548806,22.694977
121.720231,24.901738
120.275278,23.030751
120.753043,24.118547
120.381792,22.851111
120.44465,23.954564
120.498198,22.60495
121.539819,24.999989
120.672783,24.044752
120.559854,22.627195
120.614963,24.24355
121.540396,25.041589
120.489077,22.687793
121.396111,25.109071
120.3453,22.60463
120.680462,24.157328
120.250617,22.737009
120.340075,22.565256
121.733213,25.110002
120.216101,23.069372
121.109725,24.895519
120.976652,24.859527
120.502131,22.478842
121.152701,23.018217
120.563086,22.428113
121.497967,25.093992
121.209483,24.964076
121.315512,25.001108
120.345302,23.761058
120.549625,23.952396
120.333313,23.372045
121.370524,25.060931
120.224295,23.637832
121.741353,24.768378
120.537008,24.077039
120.572646,24.104538
120.740993,24.329555
121.398394,25.141247
120.559685,22.469845
120.478683,22.681779
120.606243,23.308373
120.67084,24.22726
120.451017,23.600061
121.78879,24.634272
120.440771,23.376413
121.081812,24.74539
121.172697,25.007993
120.384376,23.70308
121.444316,25.058071
120.664849,23.983981
120.411817,22.561158
120.725491,24.091424
120.3147,22.74935
120.489824,22.739527
121.097182,22.864567
120.675742,24.063981
120.490954,23.879498
121.353587,23.493791
121.203068,24.921265
121.460478,25.143585
120.563056,24.24
121.460423,25.042322
120.307717,23.463198
121.244414,24.841457
121.218279,23.129391
120.313598,23.042199
121.201386,24.947345
120.333758,22.753875
121.288295,23.277001
120.913117,24.734015
120.737369,24.178431
120.453435,23.477829
121.239674,24.96153
121.162575,24.739019
120.430932,23.896428
120.712843,24.441051
121.596121,23.964043
121.150913,22.752001
120.475039,22.587652
121.48126,25.072889
120.703844,24.490201
121.83511,24.643009
120.2863,22.86345
121.086092,24.975993
120.347625,23.906731
121.607722,25.280475
120.321851,22.692201
120.356303,23.350212
120.798295,24.646322
120.585045,23.989089
120.26597,23.769019
120.492301,22.673795
120.24522,23.390473
121.425713,23.272367
121.268646,24.829029
121.515477,25.017918
120.665285,24.147474
121.209778,24.964084
120.298578,23.419315
120.442154,22.4774
121.325041,24.954143
120.622731,22.337234
120.772645,24.197222
120.69536,24.271531
120.959055,22.506938
120.373794,22.625541
121.442516,25.056761
120.544718,22.593208
120.237734,23.049218
120.486564,22.609794
121.164458,25.0573
120.679296,23.972447
121.376425,25.054914
121.470289,24.989384
121.55658,25.028032
120.53045,24.237225
121.069404,22.710388
120.232912,23.617432
121.711565,25.114249
120.667945,24.114561
120.272627,23.339662
120.481275,22.569148
121.145035,22.932031
121.55661,23.733981
120.407469,23.930397
121.594433,23.939998
121.414232,25.018608
121.57616,25.052923
120.181778,23.163125
121.548314,23.688892
121.2183,24.971384
121.174468,24.911403
120.358964,22.793116
120.483878,24.084418
121.462745,25.123365
121.303018,25.013468
120.677505,24.409826
121.082781,24.826966
121.714236,25.14038
120.996279,24.869983
120.334686,23.788466
121.34281,25.001612
121.443881,25.081347
121.158471,24.045367
120.832635,24.650664
120.446505,23.89401
121.278064,24.94278
120.718055,24.158055
121.51359,25.066183
121.441498,24.966118
121.508,25.040455
120.490205,23.441779
121.215669,24.93548
121.415511,24.984179
121.140352,22.767968
120.944389,23.966331
121.220006,24.962359
120.332643,22.720404
120.54974,22.466548
120.29176,22.644803
120.186983,23.164846
121.526249,25.019861
121.74303,24.64929
120.388708,22.861438
120.986755,24.870812
120.591093,23.854376
120.632973,23.995006
121.455572,24.982137
120.680196,24.200901
120.344412,22.528432
120.488758,22.730686
120.809958,24.610433
120.219332,22.979693
120.634906,24.17991
120.305848,23.102825
120.3245,22.59027
120.333962,23.726362
120.436513,23.447869
120.472351,23.114833
121.173547,22.776035
121.282893,24.921706
120.582371,23.967296
120.714077,22.079187
121.468854,25.009212
120.301796,22.641339
121.225742,24.956462
120.489099,23.824512
121.301986,25.010994
120.329123,23.352038
121.508635,25.044355
120.778384,21.950221
121.352869,25.007011
120.674424,24.188926
120.202739,23.156334
121.537926,23.944249
120.280924,23.031892
121.28037,25.0373
120.3964,22.50057
121.564647,25.026551
120.460922,23.675468
120.732146,24.274624
120.734185,24.177003
121.816009,24.762205
120.251374,22.879274
120.19094,23.027807
121.199716,25.065106
121.178267,25.082194
120.719896,24.156303
120.47028,23.642981
120.514567,23.974281
120.583451,23.905344
120.302445,22.873952
120.373645,23.99824
120.595268,24.028616
121.418597,25.029608
120.992211,24.814581
120.421163,23.062566
120.82929,24.638348
120.47458,22.48854
121.097416,22.827397
121.593469,23.947573
120.866539,24.675313
120.500842,23.445335
120.453213,23.958645
121.56258,24.978219
121.604414,23.961818
120.488954,22.731937
121.092099,22.851177
120.481272,23.617045
121.582554,23.940178
120.644405,24.202721
121.525323,25.051994
120.194049,22.99366
120.251771,23.579715
121.152948,24.807332
120.376976,23.692138
120.415666,23.714664
120.679461,24.153583
120.299258,23.45909
120.461022,22.50241
121.457024,25.037166
121.29146,25.057937
120.733401,21.974998
121.105968,24.722149
120.56317,23.946053
120.285344,23.779399
121.506887,23.931787
121.441527,25.055863
121.252074,25.090432
120.699963,24.137521
120.573015,23.646712
120.711088,24.194075
120.406383,23.624994
120.3167,22.74312
120.957053,24.652149
121.426386,24.984397
120.339468,23.465884
120.970176,24.796535
120.3681,22.63092
120.38533,23.802627
121.131563,24.841679
121.457766,25.097622
121.309068,25.004504
121.376799,24.432906
120.509064,23.896509
121.530059,25.048595
121.227684,25.01412
121.858602,24.592827
120.570684,24.199018
120.619873,24.120826
121.743995,25.130061
120.363296,22.632449
121.63623,25.056283
121.201339,25.005053
120.4254,22.6575
120.798451,24.285631
121.080692,24.927118
120.532959,22.965131
120.3929,22.49154
120.26948,22.732984
120.574948,23.953641
120.272312,22.969237
121.03463,24.928839
121.266914,24.896696
120.514309,23.821273
120.662583,22.24476
120.190704,22.982834
121.311479,24.981657
120.302813,22.820421
120.325341,22.719489
121.188399,22.842519
121.008613,22.615992
120.775657,24.523306
121.357136,24.904742
120.543253,23.951471
120.689155,24.409709
120.3185,22.6301
120.818187,23.834273
121.015877,24.917969
120.259927,23.743608
120.621776,24.242403
120.259756,23.005589
120.255896,23.704813
121.374444,24.936172
120.636967,23.832955
121.280393,25.010363
120.579108,24.05347
120.578751,22.586968
120.320774,22.622936
120.163012,23.465852
120.663702,23.922617
120.237703,23.124015
120.683678,24.141513
120.60313,24.34681
120.408663,23.777107
120.422813,23.523388
121.116272,24.897993
120.634796,23.896983
120.793742,24.483288
120.535289,24.090067
120.214781,23.127664
120.298151,23.120857
120.19023,23.719994
120.176737,23.410182
121.518875,25.032122
120.889295,24.113536
121.055273,25.028388
121.525188,25.074347
120.950057,24.615884
120.49775,22.883609
120.553,22.85412
120.532576,22.777365
120.148199,23.467668
120.46354,22.622844
120.331572,23.291136
120.301073,23.512049
121.799871,24.696287
120.558399,23.997898
120.628616,22.9026
121.48363,25.105893
120.212123,23.462461
121.3081,24.944717
120.95911,24.812801
120.595381,24.031849
121.377685,23.549591
121.287101,25.065384
120.512912,22.433969
120.514615,24.070267
120.329668,23.767303
120.536545,22.526792
121.593405,23.84888
121.262275,24.99444
120.689723,24.244202
120.339617,23.76808
121.792928,25.110601
120.330948,22.691861
121.750306,24.435623
121.338634,24.850948
120.975587,23.956864
121.306404,22.970742
121.515927,24.963841
121.281928,24.86953
120.706241,24.148447
121.47968,25.068874
120.342258,22.627213
120.196526,23.069981
120.27138,23.053757
121.568584,25.039024
121.498531,25.071757
120.391798,22.948045
120.290962,23.37876
120.5445,24.0775
121.235887,25.012886
121.546652,25.287516
121.059029,25.022587
120.460255,23.596907
120.329308,22.625753
119.573712,23.571614
120.321323,23.31994
120.667793,24.38338
120.683369,23.974792
120.867305,23.98353
121.21538,24.91879
120.627777,24.140277
121.568591,23.971935
120.826078,24.575522
120.670948,23.972172
120.364441,22.551337
120.83109,24.540256
120.582425,24.172672
120.643846,24.195296
121.569486,25.049098
120.821235,24.207848
121.368121,23.482471
120.925632,24.68882
120.286144,23.461405
121.431669,24.993532
120.3753,22.58859
120.240516,22.808184
120.261801,23.307363
121.015395,24.78026
121.540395,25.160701
120.393109,22.773087
120.696458,24.024071
120.47428,22.486709
120.57579,23.768211
120.587278,22.397076
120.219745,23.176114
120.18616,23.006841
121.000449,24.83172
121.734959,24.6569
121.127489,22.952382
120.669171,24.20126
121.118354,24.909897
120.378352,23.374708
121.175995,24.906159
121.503727,25.004266
121.149535,22.751463
120.985275,24.877432
120.178558,22.938482
120.357089,22.561154
120.536327,22.422878
120.569612,24.095122
120.456477,23.75087
121.686067,24.667322
120.429144,23.479076
120.545569,24.100908
120.2249,22.88018
120.605258,24.272689
120.604024,22.814974
120.444954,23.635694
120.367222,22.760212
121.737026,25.130331
121.100587,24.842838
121.438912,24.981379
120.716914,23.895173
120.89421,24.623872
120.658828,24.137285
120.521837,22.411556
121.45,25.033333
120.680278,24.311345
120.502497,22.7562
120.378017,23.68464
121.105817,24.722313
121.739799,25.129066
121.883409,24.923116
120.83509,24.248878
121.543657,25.044948
121.71412,25.095993
120.508771,23.86911
120.671257,24.134417
120.458838,23.103959
120.802551,24.530704
120.64834,24.092287
120.420189,23.479544
120.165984,23.129403
120.622138,24.150255
121.339478,24.995613
121.743497,24.666225
120.479345,22.643118
120.264756,23.416454
120.23552,23.78777
120.987198,24.898309
121.503549,25.062759
121.75395,24.740165
121.41653,25.008372
120.560894,22.69464
121.306648,22.972231
120.326288,22.584131
120.395013,22.608236
120.763122,24.199312
121.512047,25.04988
121.075252,22.713069
120.489229,22.580037
121.754532,25.127795
120.39145,22.503309
120.827059,24.260567
121.359001,25.051598
120.576933,24.221804
120.499775,24.034304
121.405487,25.149847
121.320216,23.336378
120.580667,24.217177
120.891702,24.173629
