longtitude,latitude
121.439864,25.081941
120.503183,22.741311
120.747848,21.989901
121.611768,25.030421
121.029653,24.930521
121.691874,24.687229
120.561225,23.7444
120.680031,24.104368
120.347967,22.900887
120.238899,23.115293
120.279602,22.784128
120.46297,22.521608
120.569,22.87909
120.351878,22.613492
120.300771,22.691614
121.162051,24.989381
121.516991,25.005887
120.643714,24.194534
120.331446,23.756988
120.325,22.76248
120.347577,23.906556
121.364905,25.075989
120.316866,23.677566
120.249684,22.942994
120.3354,22.70631
121.606013,25.054957
120.376295,23.87354
120.197731,23.183823
120.66322,23.007248
120.433979,24.056919
120.662764,24.187451
120.529747,22.647703
120.449126,22.653973
120.606572,23.437138
120.915416,24.688109
120.538669,23.708815
120.413158,22.616953
120.3075,22.6512
120.596263,24.303834
121.29006,25.019093
121.247744,24.9235
120.462712,24.009885
120.968577,23.997162
121.406118,24.93297
120.548309,23.443095
120.158348,23.040327
120.580758,24.201702
120.207231,23.556812
120.633024,24.12783
121.739451,25.140112
120.357147,23.555675
120.273565,23.254175
120.674438,24.035375
120.2928,22.6628
121.150992,24.854386
121.497613,25.062635
121.440054,25.022038
120.584206,24.083661
120.575828,24.053569
120.80698,24.603945
120.353551,22.803685
120.414165,22.586296
120.436135,23.485742
120.615368,24.148227
120.423365,22.566329
120.347,22.59243
120.457742,22.548984
120.582761,24.187356
120.231017,23.759252
121.040746,24.920226
120.423854,23.071385
120.779431,24.44903
120.239541,23.700051
120.937967,24.84658
120.728569,24.171423
121.258609,24.896842
121.490439,25.121859
120.683882,24.10379
121.172764,25.046649
120.465569,23.522821
120.534121,22.559314
120.448478,22.494493
120.544036,24.263152
120.349784,22.594843
121.429309,25.06335
120.312249,22.637106
120.129155,23.066626
120.159838,23.332576
121.233575,24.944537
120.979068,24.798882
121.108829,24.935758
120.135673,23.082
120.945324,24.805088
120.662997,24.059765
120.505079,22.45892
120.43394,24.057166
120.59166,22.691033
120.558385,24.309995
120.298141,22.6727
120.922434,23.797197
120.787662,24.648299
121.008759,24.919392
120.683504,23.974139
121.050001,24.703785
120.5644,23.883358
121.167937,24.747354
120.347489,22.705587
121.291112,24.952986
120.566307,23.520301
120.39269,23.694563
121.834572,24.625834
120.2455,22.79027
120.668481,22.239163
120.202657,22.879757
121.126716,24.019978
120.480579,23.685778
120.967696,24.842163
121.818742,24.811955
120.992971,24.700242
121.573633,24.997361
120.23333,23.032945
120.3403,22.62582
120.420234,23.71142
120.662029,24.178109
121.366256,24.915242
120.582959,23.373543
120.3339,22.64102
121.485489,25.008796
121.509372,25.086581
121.108675,24.720892
121.104074,25.059461
120.455926,23.749546
120.318784,22.592747
120.096994,23.191284
119.601095,23.531358
120.79571,24.41313
120.619906,23.979103
120.574447,23.952531
120.636473,24.186283
121.191936,24.926479
120.547063,24.275497
120.474831,23.780285
121.489844,25.009949
121.448981,25.203557
120.989482,24.909328
120.436242,24.07584
121.486154,25.074055
120.494967,22.91717
121.314144,25.000922
120.473054,22.540276
120.663695,22.243871
120.684801,24.12316
120.528921,24.23712
120.781379,24.49408
120.311913,22.800652
120.832874,24.650794
121.000387,24.824275
120.914705,24.77889
120.523064,24.019391
120.805559,24.641492
121.778849,24.772831
120.474604,23.782958
120.680263,23.914703
120.684566,24.216328
121.22379,25.014395
121.786748,24.46233
120.410445,24.061723
121.573548,24.991674
120.309088,22.666752
120.483383,23.966799
121.219089,24.878978
120.511726,23.446495
121.703401,24.668285
121.73815,25.143363
120.387826,22.633108
121.814835,24.78985
121.48754,25.014051
120.674035,23.920575
121.78256,24.786091
121.741748,25.113857
120.556151,23.70815
120.844538,24.595179
121.759452,24.779156
120.477636,23.283753
120.459416,23.449582
120.869975,24.724431
120.276148,23.754731
121.518127,25.05477
121.269934,24.977477
120.595132,24.028466
121.610936,23.969425
120.322959,23.210539
120.871426,24.658542
121.152644,22.745919
121.242448,25.033045
121.397963,24.941679
121.476742,25.032206
120.941618,24.835096
120.589938,23.562721
120.980289,24.898566
120.722033,24.149278
120.835266,24.251244
121.264529,24.881315
121.544331,25.059051
120.891717,23.790393
121.022564,24.846186
120.704882,23.827113
121.361165,25.073423
121.479751,25.072592
121.083394,24.746402
121.63824,25.073213
120.211296,22.986469
121.620846,24.106868
120.688406,23.734241
120.494933,23.841014
120.458841,23.875361
121.50069,25.033189
119.559354,23.660956
121.770144,24.718598
120.529622,22.427027
120.914787,24.77841
121.556035,23.896474
121.368898,25.064102
120.534766,24.26856
120.587907,24.251181
120.310077,22.826165
121.385393,25.042081
120.526749,23.950544
120.746528,24.574881
120.957536,24.516401
120.656996,24.200516
120.365552,23.72204
121.251439,25.096587
121.538509,24.956695
120.729486,24.171268
121.207792,24.989385
121.521062,25.091993
120.48624,24.159207
120.997199,24.86615
120.395382,22.515186
121.285109,25.063674
121.229843,25.042743
120.157781,23.113112
120.558751,23.665928
121.38599,23.264229
121.206245,24.998335
120.260647,23.416647
121.286766,25.002228
120.245476,22.943935
120.611486,24.353305
120.3242,22.60525
120.311968,22.660999
120.282649,23.184831
121.569489,23.983179
120.350777,23.212362
120.415414,24.053453
120.538313,24.203259
120.46492,23.785241
120.456635,23.494158
120.233094,23.180986
120.553558,22.735816
120.526835,22.633962
121.337106,23.049517
120.625213,24.348951
120.255948,23.728157
121.01161,24.840539
121.527117,25.018622
121.732279,25.154279
120.3422,22.67862
120.515261,22.660188
120.516708,24.103162
120.510998,23.952762
121.604233,23.996015
120.20426,22.985091
120.291328,22.722463
120.705703,24.324013
120.352919,22.565781
120.695544,24.538519
121.356634,24.99068
120.699211,24.06853
120.376442,24.01274
120.461493,22.530196
120.255316,23.349179
120.441171,24.048787
120.587233,23.357812
120.40643,23.710304
120.861374,24.597828
120.253059,22.970414
120.24289,22.78413
121.243133,24.934694
121.177223,24.990266
121.219457,24.94917
120.246185,23.007249
120.451668,23.473946
120.437349,22.499585
120.503493,22.735725
120.719678,24.131212
120.996034,24.818363
121.059598,24.824731
120.4364,23.678698
121.454712,25.013643
121.273357,24.636261
121.430955,25.020127
121.290713,24.917115
121.006116,24.757636
121.484951,25.081286
120.57137,22.660019
120.464435,22.5634
121.115045,22.726057
120.227529,22.962852
120.665588,22.242312
120.325224,23.694011
121.370081,25.025103
120.995262,24.776838
121.210893,24.773996
121.517831,25.105056
121.48916,25.079629
120.888334,22.135525
121.442303,25.039959
121.476403,25.081803
120.489592,24.040465
120.295467,22.692569
121.474863,25.097236
120.55739,24.224356
121.491554,25.035491
120.456863,23.486825
121.319524,24.973008
120.206512,23.012754
120.419012,22.554166
120.408153,22.593529
120.18955,22.936561
120.976739,24.747353
120.475683,23.706884
121.47145,25.020326
120.916606,24.707144
121.744349,24.701374
120.669201,24.188328
119.594825,23.568932
120.622001,24.046125
120.328217,22.820281
121.481867,25.020176
121.251531,23.194605
121.490217,25.024256
120.977642,23.947453
120.333192,22.6081
120.2902,22.62486
121.614653,24.998678
120.204089,23.78179
121.636715,25.066748
120.244084,23.713719
120.411438,22.641086
120.881267,24.590963
120.891116,22.312493
120.599949,22.697692
120.302698,22.687728
121.540687,24.976171
121.278298,24.929008
120.481463,22.670938
120.336458,22.59257
120.542963,22.549845
120.70334,24.23811
121.342656,23.403644
120.602639,22.634159
120.608797,24.204383
120.826013,24.264741
120.50839,23.98803
120.998392,24.796455
120.192657,23.166083
120.940468,24.682456
120.428612,23.468937
121.75429,24.791951
120.132796,23.034968
120.409374,23.53698
120.3332,22.88547
121.10953,24.895414
121.565785,23.793596
121.044996,22.687199
120.7318,22.748787
120.297959,22.723317
121.392718,25.143358
120.493503,22.586409
