Data_id,ConfirmedCases,ConfirmedDeaths,PopulationVaccinated
57809,116,3,0
57810,117,3,0
57811,122,3,0
57812,123,3,0
57813,124,3,0
57814,126,3,0
57815,130,3,0
57816,131,3,0
57817,133,3,0
57818,133,3,0
57819,135,3,0
57820,140,3,0
57821,145,4,0
57822,162,4,0
57823,191,4,0
57824,194,4,0
57825,210,5,0
57826,239,5,0
57827,250,5,0
57828,261,5,0
57829,263,5,0
57830,272,5,0
57831,287,5,0
57832,306,5,0
57833,317,5,0
57834,352,5,0
57835,365,5,0
57836,389,5,0
57837,399,5,0
57838,433,5,0
57839,494,5,0
57840,582,5,0
57841,655,5,0
57842,701,6,0
57843,731,6,0
57844,831,7,0
57845,968,8,0
57846,1063,8,0
57847,1172,11,0
57848,1257,12,0
57849,1344,14,0
57850,1486,17,0
57851,1636,18,0
57852,1805,19,0
57853,1934,20,0
57854,2020,27,0
57855,2156,27,0
57856,2336,32,0
57857,2506,35,0
57858,2670,40,0
57859,2915,47,0
57860,3166,55,0
57861,3345,57,0
57862,3521,60,0
57863,3630,61,0
57864,3759,63,0
57865,3954,65,0
57866,4070,72,0
57867,4469,72,0
57868,4532,74,0
57869,4663,75,0
57870,4848,75,0
57871,5034,78,0
57872,5175,81,0
57873,5425,89,0
57874,5570,94,0
57875,5689,98,0
57876,5846,103,0
57877,5846,103,0
57878,5846,103,0
57879,5846,103,0
57880,5846,103,0
57881,5846,103,0
57882,5846,103,0
57883,5846,103,0
57884,5846,103,0
57885,6774,120,0
57886,6973,120,0
57887,7120,124,0
57888,7402,124,0
57889,7560,127,0
57890,7766,128,0
57891,7969,139,0
57892,8181,146,0
57893,8475,148,0
57894,8803,150,0
57895,9147,163,0
57896,9503,167,0
57897,10207,170,0
57898,11072,180,0
57899,11524,188,0
57900,11933,197,0
57901,12693,200,0
57902,13248,209,0
57903,13968,223,0
57904,14547,228,0
57905,15200,239,0
57906,15810,253,0
57907,16615,263,0
57908,17530,274,0
57909,17999,284,0
57910,18706,310,0
57911,19289,336,0
57912,19877,343,0
57913,20336,356,0
57914,20900,365,0
57915,21452,380,0
57916,22253,390,0
57917,22818,407,0
57918,23591,420,0
57919,24175,440,0
57920,25118,463,0
57921,26204,479,0
57922,27242,492,0
57923,28894,509,0
57924,29876,528,0
57925,31336,544,0
57926,32722,572,0
57927,34058,600,0
57928,35836,620,0
57929,37665,637,0
57930,39033,662,0
57931,40671,678,0
57932,42143,692,0
57933,43688,709,0
57934,45221,725,0
57935,46407,745,0
57936,48140,758,0
57937,49654,770,0
57938,51122,793,0
57939,52131,809,0
57940,53304,828,0
57941,54409,846,0
57942,55213,856,0
57943,56516,880,0
57944,57466,897,0
57945,58672,918,0
57946,59648,933,0
57947,60784,949,0
57948,61700,966,0
57949,62578,974,0
57950,63367,986,0
57951,63888,996,0
57952,64301,1013,0
57953,64786,1022,0
57954,65486,1035,0
57955,66224,1045,0
57956,66913,1060,0
57957,67515,1072,0
57958,68131,1089,0
57959,68820,1096,0
57960,69709,1108,0
57961,70422,1127,0
57962,71083,1141,0
57963,71687,1148,0
57964,72173,1155,0
57965,72700,1165,0
57966,73332,1170,0
57967,73944,1177,0
57968,74584,1191,0
57969,75368,1198,0
57970,76098,1205,0
57971,76988,1208,0
57972,77860,1214,0
57973,78819,1222,0
57974,79437,1230,0
57975,80003,1238,0
57976,80895,1255,0
57977,81797,1262,0
57978,82662,1271,0
57979,83429,1277,0
57980,84295,1287,0
57981,85136,1301,0
57982,85718,1305,0
57983,86430,1312,0
57984,87169,1325,0
57985,87834,1337,0
57986,88434,1346,0
57987,89137,1352,0
57988,89860,1365,0
57989,90490,1371,0
57990,91118,1384,0
57991,91693,1396,0
57992,92229,1400,0
57993,92858,1419,0
57994,93343,1426,0
57995,93707,1437,0
57996,94218,1445,0
57997,94820,1451,0
57998,95301,1457,0
57999,95789,1464,0
58000,96169,1469,0
58001,96583,1478,0
58002,96942,1489,0
58003,97502,1494,0
58004,97881,1503,0
58005,98391,1508,0
58006,98746,1512,0
58007,99201,1518,0
58008,99675,1523,0
58009,99982,1530,0
58010,100327,1537,0
58011,100727,1545,0
58012,101248,1554,0
58013,101757,1558,0
58014,102321,1565,0
58015,102720,1569,0
58016,103056,1581,0
58017,103395,1588,0
58018,103928,1601,0
58019,104427,1607,0
58020,104879,1620,0
58021,105352,1636,0
58022,105785,1647,0
58023,106203,1651,0
58024,106591,1661,0
58025,107109,1664,0
58026,107669,1672,0
58027,108438,1686,0
58028,108930,1695,0
58029,109534,1700,0
58030,110074,1706,0
58031,110554,1709,0
58032,110984,1715,0
58033,111579,1724,0
58034,112091,1734,0
58035,112740,1745,0
58036,113295,1747,0
58037,113735,1755,0
58038,114266,1766,0
58039,114834,1769,0
58040,115360,1779,0
58041,115782,1791,0
58042,116297,1803,0
58043,116769,1806,0
58044,117242,1809,0
58045,117542,1813,0
58046,118006,1818,0
58047,118481,1831,0
58048,119025,1843,0
58049,119494,1846,0
58050,119951,1853,0
58051,120348,1861,0
58052,120638,1864,0
58053,120989,1870,0
58054,121399,1882,0
58055,121880,1897,0
58056,122413,1901,0
58057,122864,1909,0
58058,123145,1912,0
58059,123388,1913,0
58060,123856,1918,0
58061,124264,1923,0
58062,124652,1937,0
58063,125049,1944,0
58064,125622,1948,0
58065,125919,1950,0
58066,126241,1963,0
58067,126786,1965,0
58068,127227,1966,0
58069,127572,1974,0
58070,127792,1985,0
58071,128316,1994,0
58072,128616,2003,0
58073,128992,2004,0
58074,129455,2006,0
58075,129922,2008,0
58076,130326,2023,0
58077,130772,2029,0
58078,131195,2030,0
58079,131546,2033,0
58080,131727,2037,0
58081,132034,2044,0
58082,132326,2057,0
58083,132881,2060,0
58084,133298,2063,0
58085,133767,2066,0
58086,134132,2071,0
58087,134569,2075,0
58088,135045,2083,0
58089,135594,2085,0
58090,136365,2087,0
58091,137021,2091,0
58092,137650,2093,0
58093,138384,2103,0
58094,138861,2116,0
58095,139408,2122,0
58096,140157,2126,0
58097,140883,2136,0
58098,141453,2145,0
58099,142338,2148,0
58100,142994,2156,0
58101,143566,2158,0
58102,144249,2167,0
58103,144862,2171,0
58104,145548,2177,0
58105,145704,2181,0
58106,147092,2194,0
58107,147825,2209,0
58108,148490,2223,0
58109,149308,2237,0
58110,150179,2249,0
58111,151016,2259,0
58112,151857,2271,0
58113,152806,2279,0
58114,153541,2293,0
58115,154257,2305,0
58116,155234,2316,0
58117,156112,2321,0
58118,157047,2340,0
58119,158053,2354,0
58120,159072,2365,0
58121,159972,2373,0
58122,160813,2386,0
58123,161974,2391,0
58124,162954,2394,0
58125,164073,2404,0
58126,165029,2420,0
58127,166138,2429,0
58128,167133,2442,0
58129,168335,2451,0
58130,169878,2466,0
58131,171210,2483,0
58132,172571,2510,0
58133,174054,2540,0
58134,175467,2550,0
58135,176618,2555,0
58136,178108,2573,0
58137,179812,2592,0
58138,181869,2602,0
58139,183863,2618,0
58140,185641,2647,0
58141,187365,2659,0
58142,188902,2674,0
58143,190594,2693,0
58144,192575,2718,0
58145,194524,2741,0
58146,196621,2769,0
58147,198794,2784,0
58148,200563,2801,0
58149,202545,2825,0
58150,204521,2841,0
58151,206589,2865,0
58152,208961,2890,0
58153,211314,2915,0
58154,213311,2936,0
58155,215189,2963,0
58156,217327,3000,0
58157,219381,3025,0
58158,221544,3058,0
58159,223665,3078,0
58160,225516,3111,0
58161,227255,3146,0
58162,228996,3174,0
58163,230944,3208,0
58164,232512,3230,0
58165,234405,3252,0
58166,236554,3285,0
58167,238527,3300,0
58168,240236,3328,0
58169,242028,3370,0
58170,243631,3392,0
58171,245155,3439,0
58172,246484,3474,0
58173,247989,3496,0
58174,249292,3511,0
58175,250955,3531,0
58176,252279,3551,0
58177,253120,3570,0
58178,254044,3605,0
58179,255288,3639,0
58180,256418,3658,0
58181,257442,3688,0
58182,258062,3709,0
58183,258384,3726,0
58184,258813,3757,0
58185,259354,3772,0
58186,260139,3795,0
58187,260802,3822,0
58188,261580,3840,0
58189,262217,3871,0
58190,262702,3888,0
58191,263120,3897,0
58192,263672,3911,0
58193,264367,3938,0
58194,264960,3951,0
58195,265413,3964,0
58196,265832,3976,0
58197,266264,3996,0
58198,266646,4008,0
58199,267100,4021,0
58200,267597,4038,0
58201,268035,4048,0
58202,268520,4060,0
58203,268901,4068,0
58204,269194,4076,0
58205,269500,4084,0
58206,269782,4093,0
58207,270180,4108,0
58208,270527,4127,0
58209,270944,4139,0
58210,271200,4143,0
58211,271345,4155,0
58212,271541,4165,0
58213,271790,4171,0
58214,272036,4178,0
58215,272285,4185,0
58216,272632,4193,0
58217,272805,4201,0
58218,272914,4209,0
58219,273024,4213,0
58220,273175,4220,0
58221,273398,4226,0
58222,273678,4231,0
58223,273892,4235,0
58224,274028,4237,0
58225,274187,4242,0
58226,274346,4250,0
58227,274480,4257,0
58228,274601,4260,0
58229,274775,4262,0
58230,274899,4276,0
58231,275036,4280,0
58232,275194,4283,0
58233,275318,4286,0
58234,275391,4290,0
58235,275502,4292,0
58236,275601,4296,0
58237,275769,4302,0
58238,275881,4309,0
58239,275935,4314,0
58240,275974,4315,0
58241,276037,4320,0
58242,276174,4320,0
58243,276250,4325,0
58244,276323,4327,0
58245,276368,4330,0
58246,276435,4331,0
58247,276503,4332,0
58248,276598,4335,0
58249,276683,4338,0
58250,276799,4341,0
58251,276871,4342,0
58252,276984,4343,0
58253,277071,4343,0
58254,277137,4343,0
58255,277212,4347,0
58256,277318,4349,0
58257,277443,4350,0
58258,277536,4352,0
58259,277615,4354,0
58260,277696,4357,0
58261,277780,4357,0
58262,277877,4359,0
58263,277959,4360,0
58264,278105,4363,0
58265,278233,4365,0
58266,278446,4367,0
58267,278543,4369,0
58268,278717,4371,0
58269,278920,4374,0
58270,279153,4376,0
58271,279629,4381,0
58272,280024,4383,0
58273,280365,4385,0
58274,280565,4390,0
58275,280833,4391,0
58276,281300,4395,0
58277,281811,4403,0
58278,282498,4406,0
58279,283082,4415,0
58280,283667,4421,0
58281,284091,4426,0
58282,284531,4430,0
58283,285413,4440,0
58284,286286,4450,0
58285,287184,4452,0
58286,288159,4460,0
58287,288788,4471,0
58288,289274,4478,0
58289,289962,4489,0
58290,290818,4495,0
58291,291803,4505,0
58292,292731,4518,0
58293,293737,4539,0
58294,295019,4553,0
58295,295804,4561,0
58296,296731,4571,0
58297,297997,4580,0
58298,300092,4593,0
58299,301713,4606,0
58300,303171,4618,0
58301,305077,4631,0
58302,306117,4644,0
58303,306810,4660,0
58304,308134,4675,0
58305,309351,4692,0
58306,310994,4711,0
58307,312348,4731,0
58308,313468,4749,0
58309,314984,4763,0
58310,316174,4785,0
58311,317572,4804,0
58312,319101,4830,0
58313,320453,4857,0
58314,321787,4884,0
58315,322632,4907,0
58316,323104,4929,0
58317,323715,4967,0
58318,325379,5001,0
58319,327066,5035,0
58320,328735,5059,0
58321,330494,5090,0
58322,332003,5115,0
58323,332961,5130,0
58324,333698,5164,0
58325,335273,5207,0
58326,336762,5254,0
58327,338306,5291,0
58328,339658,5331,0
58329,340845,5369,0
58330,341714,5401,0
58331,342305,5439,0
58332,343104,5488,0
58333,344322,5534,0
58334,345674,5582,0
58335,347084,5630,0
58336,347972,5675,0
58337,348669,5722,0
58338,349231,5765,0
58339,350204,5811,0
58340,351338,5843,0
58341,352504,5888,0
58342,353425,5921,0
58343,354033,5950,0
58344,354476,5990,0
58345,355001,6026,0
58346,355843,6066,0
58347,356772,6103,0
58348,357550,6141,0
58349,358345,6169,0
58350,358739,6197,0
58351,359247,6217,0
58352,359495,6238,0
58353,359881,6258,0
58354,360503,6287,0
58355,361027,6316,0
58356,361647,6333,0
58357,362088,6347,0
58358,362335,6358,0
58359,362672,6377,0
58360,363240,6393,0
58361,363712,6412,0
58362,364098,6428,0
58363,364576,6437,0
58364,364960,6451,0
58365,365167,6459,0
58366,365372,6467,0
58367,365776,6486,0
58368,366097,6494,0
58369,366424,6509,0
58370,366783,6517,0
58371,367062,6531,0
58372,367210,6542,0
58373,367369,6551,0
58374,367647,6561,0
58375,367857,6572,0
58376,368106,6583,0
58377,368346,6601,0
58378,368646,6613,0
58379,368822,6623,0
58380,368979,6630,0
58381,369244,6638,0
58382,369437,6647,0
58383,369667,6655,0
58384,369867,6662,0
58385,370045,6672,0
58386,370200,6682,0
58387,370332,6693,0
58388,370522,6704,0
58389,370712,6708,0
58390,370886,6714,0
58391,371058,6727,0
58392,371177,6736,0
58393,371262,6740,0
58394,371346,6750,0
58395,371536,6755,0
58396,371672,6771,0
58397,371803,6784,0
58398,371946,6787,0
58399,372090,6794,0
58400,372215,6800,0
58401,372334,6804,0
58402,372462,6808,0
58403,372588,6816,0
58404,372711,6819,0
58405,372868,6822,0
58406,373000,6829,0
58407,373115,6829,0
58408,373240,6833,0
58409,373564,6842,0
58410,373860,6846,0
58411,374402,6855,0
58412,375019,6859,0
58413,375810,6861,0
58414,376375,6866,0
58415,377056,6872,0
58416,379379,6877,0
58417,382371,6880,0
58418,386164,6885,0
58419,390737,6888,0
58420,395750,6894,0
58421,398696,6898,0
58422,400560,6904,0
58423,405745,6911,0
58424,410445,6916,0
58425,415443,6926,0
58426,420342,6937,0
58427,424340,6947,0
58428,426656,6958,0
58429,428796,6969,0
58430,432807,6981,0
58431,436586,6988,0
58432,440024,7005,0
58433,442187,7012,0
58434,443339,7020,0
58435,444124,7030,0
58436,446268,7042,0
58437,448728,7066,0
58438,450997,7090,0
58439,453128,7109,0
58440,454556,7117,0
58441,456279,7131,0
58442,457322,7147,0
58443,458203,7162,0
58444,459486,7184,0
58445,459959,7190,0
58446,460602,7212,0
58447,461252,7226,0
58448,461733,7236,0
58449,462107,7244,0
58450,462514,7265,0
58451,463047,7280,0
58452,463465,7292,0
58453,463921,7303,0
58454,464383,7311,0
58455,464754,7327,0
58456,464930,7331,0
58457,465158,7337,0
58458,465477,7343,0
58459,465792,7346,0
58460,466126,7353,0
58461,466289,7355,0
58462,466455,7356,0
58463,466539,7363,0
58464,466677,7373,0
58465,466840,7385,0
58466,467001,7397,0
58467,467153,7407,0
58468,467288,7417,0
58469,467399,7421,0
58470,467498,7424,0
58471,467575,7426,0
58472,467691,7428,0
58473,467860,7429,0
58474,467975,7430,0
58475,468234,7435,0
58476,468284,7438,0
58477,468345,7438,0
58478,468379,7440,0
58479,468426,7441,0
58480,468495,7446,0
58481,468564,7450,0
58482,468606,7454,0
58483,468625,7458,0
58484,468674,7460,0
58485,468727,7462,0
58486,468770,7463,0
58487,468786,7467,0
58488,468850,7473,0
58489,468895,7476,0
58490,468930,7476,0
58491,468966,7476,14.64
58492,469007,7476,14.64
58493,469047,7477,14.64
58494,469095,7482,15.48
58495,469134,7484,15.48
58496,469153,7484,15.48
58497,469170,7485,15.48
58498,469184,7486,16.6
58499,469222,7486,16.6
58500,469291,7486,16.6
58501,469329,7488,16.6
58502,469393,7488,16.6
58503,469419,7488,16.94
58504,469441,7489,16.94
58505,469455,7489,16.94
58506,469469,7489,16.94
58507,469494,7489,16.94
58508,469523,7491,16.94
58509,469544,7491,16.94
58510,469604,7491,16.94
58511,469611,7492,16.94
58512,469621,7492,16.99
58513,469656,7492,16.99
58514,469679,7492,16.99
58515,469704,7492,16.99
58516,469758,7497,16.99
58517,469784,7500,16.99
58518,469806,7504,16.99
58519,469819,7504,16.99
58520,469843,7508,16.99
58521,469879,7508,16.99
58522,469916,7508,16.99
58523,469979,7508,16.99
58524,470005,7508,16.99
58525,470025,7509,16.99
58526,470050,7509,17.26
58527,470096,7509,17.26
58528,470108,7509,17.26
58529,470151,7509,17.26
58530,470165,7509,17.26
58531,470232,7509,17.26
58532,470259,7509,17.26
58533,470273,7509,17.26
58534,470288,7509,17.26
58535,470305,7509,17.26
58536,470352,7510,17.26
58537,470389,7510,17.26
58538,470405,7510,17.26
58539,470417,7510,17.26
58540,470434,7510,17.26
58541,470442,7510,17.26
58542,470468,7510,17.26
58543,470492,7510,17.26
58544,470515,7510,17.26
58545,470550,7510,17.26
58546,470568,7510,17.26
58547,470581,7510,17.26
58548,470587,7510,17.26
58549,470609,7510,17.26
58550,470647,7510,17.26
58551,470686,7510,17.26
58552,470704,7510,17.26
58553,470730,7510,17.26
58554,470740,7510,17.26
58555,470760,7510,17.26
58556,470798,7510,17.26
58557,470833,7510,17.26
58558,470851,7510,17.26
58559,470899,7510,17.26
58560,470937,7510,17.26
58561,470949,7510,17.26
58562,470991,7512,17.26
58563,471040,7512,17.26
58564,471089,7512,17.26
58565,471145,7512,17.26
58566,471227,7512,17.26
58567,471343,7512,17.26
58568,471373,7512,17.26
58569,471423,7512,17.26
58570,471527,7512,17.26
58571,471678,7513,17.26
58572,471879,7513,17.26
58573,472048,7513,17.26
58574,472232,7513,17.26
58575,472232,7513,17.26
58576,472447,7513,17.26
58577,472743,7513,17.26
58578,473188,7513,17.26
58579,473635,7514,17.26
58580,473979,7514,17.26
58581,474715,7515,17.26
58582,475012,7515,17.26
58583,475321,7515,17.26
58584,475764,7515,17.26
58585,476398,7516,17.26
58586,477006,7516,17.26
58587,477742,7516,17.26
58588,478544,7516,17.26
58589,478963,7516,17.26
58590,479484,7517,17.26
58591,480450,7517,17.26
58592,481225,7518,17.26
58593,482032,7518,17.26
58594,482888,7522,17.26
58595,483739,7522,17.26
58596,484138,7523,20.99
58597,484536,7524,20.99
58598,485047,7525,20.99
58599,485774,7526,20.99
58600,486373,7526,20.99
58601,486831,7527,20.99
58602,487217,7530,20.99
58603,487430,7530,20.99
58604,487683,7532,20.99
58605,488108,7535,20.99
58606,488433,7536,20.99
58607,488724,7536,20.99
58608,489005,7537,20.99
58609,489255,7538,20.99
58610,489341,7541,20.99
58611,489502,7542,20.99
58612,489656,7544,20.99
58613,489846,7548,20.99
58614,490031,7549,20.99
58615,490182,7550,20.99
58616,490296,7551,20.99
58617,490370,7552,20.99
58618,490486,7552,20.99
58619,490557,7552,20.99
58620,490695,7559,20.99
58621,490816,7559,20.99
58622,490925,7561,20.99
58623,491031,7561,20.99
58624,491086,7561,20.99
58625,491086,7561,20.99
58626,491285,7563,20.99
58627,491409,7563,20.99
58628,491508,7564,20.99
58629,491642,7566,20.99
58630,491729,7566,20.99
58631,491759,7566,20.99
58632,491834,7567,20.99
58633,491917,7568,20.99
58634,491979,7568,20.99
58635,492046,7568,20.99
58636,492125,7568,20.99
58637,492194,7568,20.99
58638,492237,7568,29.75
58639,492278,7568,29.75
58640,492316,7568,29.75
58641,492375,7568,29.75
58642,492412,7569,29.75
58643,492461,7569,29.75
58644,492476,7569,29.75
58645,492491,7569,29.75
58646,492549,7569,29.75
58647,492590,7569,29.75
58648,492631,7569,29.75
58649,492667,7569,29.75
58650,492713,7569,29.75
58651,492738,7569,29.75
58652,492753,7571,29.75
58653,492816,7571,29.75
58654,492848,7571,29.75
58655,492874,7571,29.75
58656,492894,7571,29.75
58657,492935,7571,29.75
58658,492960,7571,29.75
58659,492968,7571,29.75
58660,493010,7571,29.75
58661,493032,7571,29.75
58662,493076,7571,29.75
58663,493089,7571,29.75
58664,493132,7571,29.75
58665,493142,7571,29.75
58666,493144,7571,29.75
58667,493167,7571,29.75
58668,493180,7572,29.75
58669,493190,7572,29.75
58670,493197,7572,29.75
58671,493224,7572,29.75
58672,493234,7572,29.75
58673,493237,7572,29.75
58674,493272,7572,29.75
58675,493278,7572,29.75
58676,493305,7572,29.75
58677,493316,7572,29.75
58678,493333,7572,29.75
58679,493340,7572,29.75
58680,493340,7572,29.75
58681,493346,7572,29.75
58682,493367,7572,29.75
58683,493385,7572,29.75
58684,493403,7572,29.75
58685,493423,7572,29.75
58686,493429,7572,29.75
58687,493430,7572,29.75
58688,493456,7572,29.75
58689,493461,7572,29.75
58690,493478,7572,29.75
58691,493490,7572,29.75
58692,493498,7572,29.75
58693,493505,7572,29.75
58694,493510,7572,29.75
58695,493528,7572,29.75
58696,493534,7572,29.75
58697,493555,7572,29.75
58698,493563,7572,29.75
58699,493579,7572,29.75
58700,493587,7572,29.75
58701,493588,7572,29.75
58702,493616,7572,29.75
58703,493627,7572,29.75
58704,493640,7572,29.75
58705,493654,7572,29.75
58706,493671,7572,29.75
58707,493682,7572,29.75
58708,493684,7572,29.75
58709,493698,7572,29.75
58710,493708,7572,29.75
58711,493723,7572,29.75
58712,493738,7572,29.75
58713,493767,7572,29.75
58714,493781,7572,29.75
58715,493783,7572,29.75
58716,493783,7572,29.75
58717,493803,7572,29.75
58718,493818,7572,29.75
58719,493837,7572,29.75
58720,493837,7572,29.75
58721,493864,7572,29.75
58722,493875,7572,29.75
58723,493885,7572,29.75
58724,493894,7572,29.75
58725,493905,7572,29.75
58726,493912,7572,29.75
58727,493937,7572,29.75
58728,493939,7572,29.75
58729,493940,7572,29.75
58730,493960,7572,29.75
58731,493972,7572,29.75
58732,493988,7572,29.75
58733,493996,7572,29.75
58734,494024,7572,29.75
58735,494039,7572,29.75
58736,494042,7572,29.75
58737,494086,7572,29.75
58738,494106,7572,29.75
58739,494119,7572,29.75
58740,494119,7572,29.75
58741,494166,7572,29.75
58742,494180,7572,29.75
58743,,,
58744,,,
58745,,,
58746,,,
58747,,,
58748,,,
58749,,,
58750,,,
58751,,,
58752,,,
58753,,,
58754,,,
58755,,,
58756,,,
58757,,,
58758,,,
58759,,,
58760,,,
58761,,,
58762,,,
58763,,,
58764,,,
58765,,,
58766,0,0,0
58767,0,0,0
58768,0,0,0
58769,0,0,0
58770,0,0,0
58771,0,0,0
58772,0,0,0
58773,1,0,0
58774,1,0,0
58775,1,0,0
58776,1,0,0
58777,1,0,0
58778,1,0,0
58779,1,0,0
58780,1,0,0
58781,1,0,0
58782,1,0,0
58783,1,0,0
58784,1,0,0
58785,1,0,0
58786,2,0,0
58787,2,0,0
58788,2,0,0
58789,2,0,0
58790,2,0,0
58791,2,0,0
58792,2,0,0
58793,2,0,0
58794,2,0,0
58795,2,0,0
58796,2,0,0
58797,2,0,0
58798,3,0,0
58799,3,0,0
58800,3,0,0
58801,4,0,0
58802,4,0,0
58803,5,0,0
58804,8,0,0
58805,9,0,0
58806,10,0,0
58807,10,0,0
58808,14,0,0
58809,20,0,0
58810,21,0,0
58811,28,1,0
58812,35,1,0
58813,44,1,0
58814,61,1,0
58815,115,1,0
58816,191,1,0
58817,251,1,0
58818,279,2,0
58819,308,3,0
58820,361,3,0
58821,413,4,0
58822,460,6,0
58823,550,6,0
58824,649,7,0
58825,736,8,0
58826,823,10,0
58827,901,11,0
58828,985,15,0
58829,1084,16,0
58830,1188,21,0
58831,1301,25,0
58832,1396,27,0
58833,1473,31,0
58834,1543,41,0
58835,1672,51,0
58836,1797,58,0
58837,1946,62,0
58838,2107,68,0
58839,2306,73,0
58840,2387,80,0
58841,2509,84,0
58842,2718,94,0
58843,2918,111,0
58844,3056,119,0
58845,3214,130,0
58846,3285,133,0
58847,3360,136,0
58848,3440,147,0
58849,3557,159,0
58850,3732,169,0
58851,3862,183,0
58852,3982,195,0
58853,4107,205,0
58854,4163,205,0
58855,4230,211,0
58856,4373,228,0
58857,4485,232,0
58858,4609,238,0
58859,4725,238,0
58860,4817,241,0
58861,4893,247,0
58862,4966,252,0
58863,5089,253,0
58864,5228,255,0
58865,5336,256,0
58866,5422,260,0
58867,5470,262,0
58868,5528,265,0
58869,5589,268,0
58870,5722,275,0
58871,5847,279,0
58872,5942,281,0
58873,6050,288,0
58874,6131,289,0
58875,6178,291,0
58876,6206,291,0
58877,6298,292,0
58878,6365,294,0
58879,6443,296,0
58880,6493,296,0
58881,6548,297,0
58882,6573,299,0
58883,6602,299,0
58884,6647,301,0
58885,6688,301,0
58886,6731,302,0
58887,6753,302,0
58888,6785,303,0
58889,6803,303,0
58890,6823,303,0
58891,6868,304,0
58892,6901,304,0
58893,6913,304,0
58894,6943,304,0
58895,6964,305,0
58896,6974,305,0
58897,6986,305,0
58898,7003,305,0
58899,7018,305,0
58900,7043,305,0
58901,7055,305,0
58902,7068,305,0
58903,7081,305,0
58904,7085,305,0
58905,7095,305,0
58906,7103,305,0
58907,7110,305,0
58908,7119,305,0
58909,7132,305,0
58910,7134,305,0
58911,7139,305,0
58912,7155,305,0
58913,7163,305,0
58914,7167,305,0
58915,7175,305,0
58916,7175,305,0
58917,7177,306,0
58918,7190,307,0
58919,7195,307,0
58920,7200,307,0
58921,7217,308,0
58922,7231,308,0
58923,7234,308,0
58924,7236,308,0
58925,7243,308,0
58926,7259,309,0
58927,7269,309,0
58928,7271,309,0
58929,7278,309,0
58930,7284,309,0
58931,7286,309,0
58932,7289,309,0
58933,7297,309,0
58934,7300,309,0
58935,7309,309,0
58936,7317,309,0
58937,7323,309,0
58938,7323,309,0
58939,7327,309,0
58940,7333,309,0
58941,7338,309,0
58942,7343,309,0
58943,7352,309,0
58944,7358,309,0
58945,7365,309,0
58946,7370,309,0
58947,7382,310,0
58948,7390,310,0
58949,7401,310,0
58950,7404,310,0
58951,7414,310,0
58952,7418,310,0
58953,7426,310,0
58954,7438,310,0
58955,7447,311,0
58956,7459,312,0
58957,7467,312,0
58958,7485,312,0
58959,7500,312,0
58960,7510,312,0
58961,7545,313,0
58962,7567,313,0
58963,7596,313,0
58964,7618,313,0
58965,7635,313,0
58966,7644,313,0
58967,7679,313,0
58968,7694,313,0
58969,7722,313,0
58970,7749,313,0
58971,7770,313,0
58972,7797,313,0
58973,7811,313,0
58974,7854,314,0
58975,7881,314,0
58976,7920,314,0
58977,7967,314,0
58978,7994,314,0
58979,8019,314,0
58980,8035,314,0
58981,8046,314,0
58982,8063,314,0
58983,8078,314,0
58984,8098,314,0
58985,8130,314,0
58986,8165,314,0
58987,8184,314,0
58988,8202,314,0
58989,8250,315,0
58990,8279,316,0
58991,8305,316,0
58992,8341,316,0
58993,8383,317,0
58994,8405,317,0
58995,8438,318,0
58996,8483,318,0
58997,8540,318,0
58998,8595,321,0
58999,8649,321,0
59000,8707,323,0
59001,8747,323,0
59002,8792,323,0
59003,8851,324,0
59004,8904,324,0
59005,8962,325,0
59006,9047,325,0
59007,9124,325,0
59008,9188,325,0
59009,9262,325,0
59010,9382,325,0
59011,9492,326,0
59012,9610,328,0
59013,9708,328,0
59014,9836,329,0
59015,9910,329,0
59016,9981,329,0
59017,10105,329,0
59018,10239,329,0
59019,10407,329,0
59020,10598,331,0
59021,10785,331,0
59022,10963,331,0
59023,11111,331,0
59024,11402,333,0
59025,11703,334,0
59026,12009,336,0
59027,12268,336,0
59028,12494,336,0
59029,12605,337,0
59030,12737,339,0
59031,12993,339,0
59032,13192,339,0
59033,13394,341,0
59034,13585,341,0
59035,13780,342,0
59036,13884,342,0
59037,14013,342,0
59038,14256,345,0
59039,14423,345,0
59040,14611,345,0
59041,14834,346,0
59042,15028,347,0
59043,15135,347,0
59044,15259,348,0
59045,15514,348,0
59046,15748,349,0
59047,15988,349,0
59048,16224,349,0
59049,16444,350,0
59050,16565,350,0
59051,16716,350,0
59052,17003,350,0
59053,17244,350,0
59054,17458,350,0
59055,17676,350,0
59056,17872,352,0
59057,18000,354,0
59058,18132,361,0
59059,18405,364,0
59060,18611,364,0
59061,18906,365,0
59062,19190,369,0
59063,19458,376,0
59064,19603,378,0
59065,19783,380,0
59066,20176,381,0
59067,20564,382,0
59068,20941,385,0
59069,21419,388,0
59070,21847,394,0
59071,22117,404,0
59072,22384,408,0
59073,22888,413,0
59074,23359,419,0
59075,23978,427,0
59076,24488,429,0
59077,24944,435,0
59078,25228,437,0
59079,25521,442,0
59080,26117,452,0
59081,26557,454,0
59082,27052,461,0
59083,27530,468,0
59084,28003,471,0
59085,28253,477,0
59086,28536,487,0
59087,29123,497,0
59088,29601,500,0
59089,30063,505,0
59090,30470,509,0
59091,30917,517,0
59092,31166,520,0
59093,31442,525,0
59094,31905,536,0
